sentence_id,text,aspect_term,polarity,char_from,char_to,category,domain,label
453,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",music,neutral,85,90,,laptop,2
453,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Pages,neutral,53,58,,laptop,2
453,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Numbers,neutral,60,67,,laptop,2
453,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Keynote,neutral,69,76,,laptop,2
453,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",school or office use,neutral,31,51,,laptop,2
2077,The screen shows great colors.,screen,positive,4,10,,laptop,0
2077,The screen shows great colors.,colors,positive,23,29,,laptop,0
970,"I have no idea how to burn cd's or to use the web cam, just for starters.",web cam,neutral,46,53,,laptop,2
970,"I have no idea how to burn cd's or to use the web cam, just for starters.",burn cd's,neutral,22,31,,laptop,2
2414,"The 17 inch screen is very large, but the computer is very light.",17 inch screen,negative,4,18,,laptop,1
832,"  My opinion of Sony has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge.",support,negative,89,96,,laptop,1
1064,"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Bluetooth,neutral,8,17,,laptop,2
1064,"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Drivers/Applications DVD,neutral,79,103,,laptop,2
1064,"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Launch Manager,neutral,57,71,,laptop,2
2130,I also liked the glass screen.,glass screen,positive,17,29,,laptop,0
2626,The switchable graphic card is pretty sweet when you want gaming on the laptop.,switchable graphic card,positive,4,27,,laptop,0
2626,The switchable graphic card is pretty sweet when you want gaming on the laptop.,gaming,neutral,58,64,,laptop,2
1315,"It's not a wear-and-tear issue, not due to user carelessness and most importantly, they CAN'T guarantee the problem will be solved if it is sent for service and I have to accept the outcome.",service,negative,149,156,,laptop,1
2756,"The battery life has not decreased since I bought it, so i'm thrilled with that.",battery life,positive,4,16,,laptop,0
1446,"When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.",technical support,negative,136,153,,laptop,1
922,I bought this notebook and only had it for 3 months If it is overload with updates the BOOT MGR.,BOOT MGR,neutral,87,95,,laptop,2
2797,Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,recovery cd,negative,54,65,,laptop,1
2863,The price and features more than met my needs.,price,positive,4,9,,laptop,0
2863,The price and features more than met my needs.,features,positive,14,22,,laptop,0
240,Skype is just so dang cool with this machine too.,Skype,positive,0,5,,laptop,0
1393,the mouse buttons are hard to push.,mouse buttons,negative,4,17,,laptop,1
1080,"Also, HDD secures inside using rails, and there is only one set on the main hard drive.",HDD,positive,6,9,,laptop,0
1080,"Also, HDD secures inside using rails, and there is only one set on the main hard drive.",rails,neutral,31,36,,laptop,2
1080,"Also, HDD secures inside using rails, and there is only one set on the main hard drive.",hard drive,neutral,76,86,,laptop,2
532,All I will say now is that it was over two grand less expensive and so much better quality than my hunk of crap Vaio.,quality,positive,83,90,,laptop,0
3047,"(Beware, their staff could send you back making you feel that only they know what a computer is.",staff,negative,15,20,,laptop,1
1733,Games being the main issue.,Games,negative,0,5,,laptop,1
640,They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).,warranty,negative,39,47,,laptop,1
640,They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).,hard drive,neutral,55,65,,laptop,2
2238,and looks very sexyy:D  really the mac book pro is the best laptop specially for students in college if you are not caring about price.,price,negative,129,134,,laptop,1
273,"Even with virus protection, it always turned off when updates were needed and installed.",virus protection,negative,10,26,,laptop,1
273,"Even with virus protection, it always turned off when updates were needed and installed.",updates,negative,54,61,,laptop,1
2679,"Also consider the MS Office apps are all trial versions, hope you have your own copies.",MS Office apps,negative,18,32,,laptop,1
2170,"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",feature,positive,74,81,,laptop,0
2170,"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",Windows,positive,103,110,,laptop,0
2170,"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",games,neutral,31,36,,laptop,2
1569,"lightweight, long battery life, excellent transition from PC;",battery life,positive,18,30,,laptop,0
3064,The price is another driving influence that made me purchase this laptop.,price,positive,4,9,,laptop,0
2953,The Nortons virus scan is only for a very short time unlike others that usually are good for a year.,Nortons virus scan,negative,4,22,,laptop,1
2129,It is stamped and not in pieces therefore it is a stronger more resilient frame.,frame,positive,74,79,,laptop,0
2710,Came fully loaded - good.,loaded,positive,11,17,,laptop,0
1370,"When we bought our new HP comouter in Dec. of 2008, we wanted Windows XP, but were told it would cost an extra $159, so we went with Vista.",Vista,neutral,133,138,,laptop,2
1758,"The only thing that I have, is the key broad is a little dark to see the letters, would help if it was a little lighter then it is.",key broad,negative,35,44,,laptop,1
842,"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.",warranty,negative,30,38,,laptop,1
842,"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.","repair ""depot""",negative,47,61,,laptop,1
931,  But I needed a laptop for school use.,school use,neutral,28,38,,laptop,2
36,This is the complete opposite to an ergonomic design.,design,negative,46,52,,laptop,1
1732,The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.,programs,negative,74,82,,laptop,1
1063,"Wireless has not been a issue for me, like some others have meantioned.",Wireless,positive,0,8,,laptop,0
2478,"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",trackpad,positive,35,43,,laptop,0
2478,"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",programs,positive,88,96,,laptop,0
2478,"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",navigating,positive,49,59,,laptop,0
523,I guess the only good thing that came out of these were the speakers and the subwoofer.,speakers,positive,60,68,,laptop,0
523,I guess the only good thing that came out of these were the speakers and the subwoofer.,subwoofer,positive,77,86,,laptop,0
1657,Theres a built in camera with special effects- for video and photography.,built in camera,positive,9,24,,laptop,0
1674,All for such a great price.,price,positive,21,26,,laptop,0
1143,"  Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.",warranty,neutral,220,228,,laptop,2
2927,Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,left mouse key,negative,45,59,,laptop,1
2927,Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,costed,neutral,73,79,,laptop,2
2993,It has good speed and plenty of hard drive space.,speed,positive,12,17,,laptop,0
2993,It has good speed and plenty of hard drive space.,hard drive space,positive,32,48,,laptop,0
515,"They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.",extended warranty,neutral,45,62,,laptop,2
515,"They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.",extended warranties,neutral,88,107,,laptop,2
2572,Very long-life battery (up to 10-11 hours depending on how you configure power level settings).,battery,positive,15,22,,laptop,0
2387,"Screen is awesome, battery life is good.",Screen,positive,0,6,,laptop,0
2387,"Screen is awesome, battery life is good.",battery life,positive,19,31,,laptop,0
2517,The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.,appearance,positive,46,56,,laptop,0
990,The technical service for dell is so 3rd world it might as well not even bother.,technical service for dell,negative,4,30,,laptop,1
1414,The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,graphics,negative,4,12,,laptop,1
1414,The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,warranty,negative,32,40,,laptop,1
903,"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.",battery,negative,71,78,,laptop,1
1602,"If you don't feel comfortable doing it yourself, just buy the case and be happy, plus it looks nice, I bought the white one from Best Buy.",case,positive,62,66,,laptop,0
2231,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",performance,neutral,40,51,,laptop,2
2231,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",price,positive,79,84,,laptop,0
2231,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",look,positive,110,114,,laptop,0
2231,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",applications,positive,122,134,,laptop,0
2828,Excellent speed for processing data.,speed,positive,10,15,,laptop,0
1824,When you call tech support you were routed to someone who was in another country and did not know what they were doing.,tech support,negative,14,26,,laptop,1
2500,I was taught to use Photoshop and was amazed.,Photoshop,positive,20,29,,laptop,0
1252,Somehow the system clock got messed up after reboot.,system clock,negative,12,24,,laptop,1
3007,"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.",RAM,negative,43,46,,laptop,1
1037,"The driver updates don't fix the issue, very frustrating.",driver updates,negative,4,18,,laptop,1
1620,I will never go back to Windows!,Windows,negative,24,31,,laptop,1
285,It doesnt work worth a damn.,work,negative,10,14,,laptop,1
3035,It works really well.,works,positive,3,8,,laptop,0
2511,"Bigger HD, better graphics card, and a bid HD.",HD,positive,7,9,,laptop,0
2511,"Bigger HD, better graphics card, and a bid HD.",HD,positive,43,45,,laptop,0
2511,"Bigger HD, better graphics card, and a bid HD.",graphics card,positive,18,31,,laptop,0
2275,The built in camera is very useful when chatting with other techs in remote buildings on our campus.,built in camera,positive,4,19,,laptop,0
1124,"Mine came at $1,700 w/o a DVD burner (!).",DVD burner,negative,26,36,,laptop,1
781,The DVD burner broke after burning 3 DVD'd during that time!,DVD burner,negative,4,14,,laptop,1
2987,It works fine with our wireless and they've had not problems.,works,positive,3,8,,laptop,0
2133,But you must get the 15 inch.,15 inch,positive,21,28,,laptop,0
1364,Product support very poor as each phone call costs me long distan,Product support,negative,0,15,,laptop,1
2787,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",screen,positive,46,52,,laptop,0
2787,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",use,positive,37,40,,laptop,0
2049,It does not keep internet signals no matter where you bring it.,internet signals,negative,17,33,,laptop,1
1385,"Again, the same problem, the right speaker did not work.",right speaker,negative,29,42,,laptop,1
768,This was the 3rd day and part still had not been shipped.,shipped,negative,49,56,,laptop,1
214,Keyboard good sized and wasy to use.,Keyboard,positive,0,8,,laptop,0
214,Keyboard good sized and wasy to use.,use,positive,32,35,,laptop,0
1263,HP said it was out of warranty.,warranty,neutral,22,30,,laptop,2
142,"I never had this kind of quality issue with Dell (not to say Dell is that great), not with a brand new laptop.",quality,negative,25,32,,laptop,1
2947,wonderful features.,features,positive,10,18,,laptop,0
314,I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,programs,positive,13,21,,laptop,0
314,I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,Office,negative,34,40,,laptop,1
314,I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,Office programs,neutral,106,121,,laptop,2
1085,"WHEN TYPING, LETTERS AND SPACES ARE FREQUENTLY OMITTED REQUIRING THE USER TO REDO MANY WORDS AND SENTENCES.",TYPING,negative,5,11,,laptop,1
124,It is not ideal for children because of the temp.,temp,negative,44,48,,laptop,1
3011,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",OS,positive,6,8,,laptop,0
3011,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",processor speed,positive,68,83,,laptop,0
3011,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",thunderbolt port,positive,99,115,,laptop,0
1842,  The lcd screen stopped working on mine after 10 months.,lcd screen,negative,6,16,,laptop,1
1372,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Vista,negative,37,42,,laptop,1
1372,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Adobe Flash player,negative,52,70,,laptop,1
1372,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Internet Explore,negative,129,145,,laptop,1
1372,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Windows update,negative,215,229,,laptop,1
1372,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",update,negative,326,332,,laptop,1
1400,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,switch,negative,9,15,,laptop,1
1400,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,switch,negative,102,108,,laptop,1
1066,"One more tip, please purchase this model and get a 4GB stick of RAM to save you $10",4GB stick of RAM,positive,51,67,,laptop,0
344,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,hardrive,negative,39,47,,laptop,1
344,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,touch control buttons,negative,71,92,,laptop,1
344,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,keyboard,negative,100,108,,laptop,1
2871,I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,performance,positive,98,109,,laptop,0
312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iLife software,positive,53,67,,laptop,0
312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iPhoto,positive,88,94,,laptop,0
312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iMovie,positive,96,102,,laptop,0
312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iWeb,positive,104,108,,laptop,0
312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iTunes,positive,110,116,,laptop,0
312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",GarageBand,positive,118,128,,laptop,0
312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",runs,positive,13,17,,laptop,0
2795,At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,system board,negative,51,63,,laptop,1
1865,"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",size,neutral,74,78,,laptop,2
1865,"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",software,neutral,80,88,,laptop,2
1865,"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",hardware,neutral,99,107,,laptop,2
2973,"It has plenty of memory, lots of hard drive, and great graphics.",memory,positive,17,23,,laptop,0
2973,"It has plenty of memory, lots of hard drive, and great graphics.",hard drive,positive,33,43,,laptop,0
2973,"It has plenty of memory, lots of hard drive, and great graphics.",graphics,positive,55,63,,laptop,0
2612,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,programs,positive,64,72,,laptop,0
2612,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,navigation,positive,77,87,,laptop,0
1283,"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",hinge,negative,51,56,,laptop,1
1283,"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",LCD,neutral,100,103,,laptop,2
1423,My problem was with DELL Customer Service.,DELL Customer Service,negative,20,41,,laptop,1
1072,"Newegg's RMA service was great as always, I contacted them late Friday night, and they issued me an RMA number and a PrePaid UPS shipping label the very next morning on Saturday.",RMA service,positive,9,20,,laptop,0
1739,Design: very durable.,Design,positive,0,6,,laptop,0
2419,It is easy to go from one keyboard to another.,keyboard,neutral,26,34,,laptop,2
1549,Has a 5-6 hour battery life.,battery life,neutral,15,27,,laptop,2
2086,My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,screen/video resolution,negative,27,50,,laptop,1
2086,My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,resolution,negative,78,88,,laptop,1
851,"  I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",warrenty,negative,131,139,,laptop,1
2261,"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",Apple applications,positive,4,22,,laptop,0
2261,"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",iPhoto,positive,27,33,,laptop,0
291,Not to mention it has shit gigs.,gigs,negative,27,31,,laptop,1
391,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",memory,neutral,17,23,,laptop,2
391,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",17-inch screen,neutral,32,46,,laptop,2
391,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",DVD,positive,79,82,,laptop,0
391,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",CD burners,positive,87,97,,laptop,0
1595,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",web browsing,positive,66,78,,laptop,0
1595,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",uploading photos,positive,80,96,,laptop,0
1595,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",watching movies,positive,98,113,,laptop,0
1595,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",creating presentations,positive,137,159,,laptop,0
2362,"Quality Display  I love HP,, it's the only computer/printer we will buy.",Quality Display,positive,0,15,,laptop,0
116,"Despite the inconvenient weight, I opted for the 12 cell battery.",12 cell battery,positive,49,64,,laptop,0
2647,The case is carved out of a single block of aluminum.,case,neutral,4,8,,laptop,2
980,     First it burned or fused the power adapter plug.,power adapter plug,negative,34,52,,laptop,1
668,"the features are great, the only thing it needs is better speakers.",features,positive,4,12,,laptop,0
668,"the features are great, the only thing it needs is better speakers.",speakers,negative,58,66,,laptop,1
1106,"It was still working, but there was nothing on the screen.",screen,negative,51,57,,laptop,1
1418,  Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,extended warrenty,negative,47,64,,laptop,1
621,"-Called headquarters again, they report that TFT panel is broken, should be fixed by the end of the week (week 3).",TFT panel,negative,45,54,,laptop,1
2360,"Navigation through the computer is far superior compared to Windows operating systems, as well.",Navigation,positive,0,10,,laptop,0
2360,"Navigation through the computer is far superior compared to Windows operating systems, as well.",Windows operating systems,negative,60,85,,laptop,1
1126,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",screen,negative,4,10,,laptop,1
1126,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",screen size,negative,95,106,,laptop,1
1126,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",bulk,negative,125,129,,laptop,1
1745,"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",music software,negative,31,45,,laptop,1
1745,"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",software,positive,85,93,,laptop,0
1745,"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",picture,negative,11,18,,laptop,1
1745,"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",video,negative,20,25,,laptop,1
39,The much lauded combined touch pad and clicker is a nightmare.,combined touch pad and clicker,negative,16,46,,laptop,1
3019,"The Unibody construction is solid, sleek and beautiful.",Unibody construction,positive,4,24,,laptop,0
2469,This MacBook is an outstanding product with great value.,value,positive,50,55,,laptop,0
1986,I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,Windows,negative,20,27,,laptop,1
1986,I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,screen hinges,negative,95,108,,laptop,1
1088,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,BATTERY,negative,30,37,,laptop,1
1088,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,SERVICE,negative,140,147,,laptop,1
678,and plenty of storage with 250 gb(though I will upgrade this and the ram..),storage,positive,14,21,,laptop,0
678,and plenty of storage with 250 gb(though I will upgrade this and the ram..),ram,neutral,69,72,,laptop,2
625,"No temporary replacement, they are out of replacements because ""many computers had problems with the Nvidia chipset""-Inquired status of repair.",Nvidia chipset,negative,101,115,,laptop,1
2035,I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,extended warranty,neutral,83,100,,laptop,2
1921,"Programs would crash all the time, and it turned out to be a very unstable, unreliable laptop for me.",Programs,negative,0,8,,laptop,1
1872,I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSEN'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS,CHARGE TIME,negative,30,41,,laptop,1
1413,"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.",size,negative,21,25,,laptop,1
1413,"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.",consistancy,negative,30,41,,laptop,1
2636,"the key bindings take a little getting used to, but have loved the Macbook Pro.",key bindings,negative,4,16,,laptop,1
357,Keyboard is reasonable size.,Keyboard,positive,0,8,,laptop,0
357,Keyboard is reasonable size.,size,positive,23,27,,laptop,0
3075,I find myself using the 10-key more than I thought I would.,10-key,positive,24,30,,laptop,0
3045,Fan noise: The fan made a constant hissing noise in the background.,Fan,negative,0,3,,laptop,1
3045,Fan noise: The fan made a constant hissing noise in the background.,fan,negative,15,18,,laptop,1
235,"The screen is bright and clear, the operating system is solid and friendly to a novice.",screen,positive,4,10,,laptop,0
235,"The screen is bright and clear, the operating system is solid and friendly to a novice.",operating system,positive,36,52,,laptop,0
3055,It has a .1 ghz faster processor and a stock 500gb hard drive.,processor,positive,23,32,,laptop,0
3055,It has a .1 ghz faster processor and a stock 500gb hard drive.,500gb hard drive,positive,45,61,,laptop,0
2865,The feature are good enough for what I need.,feature,positive,4,11,,laptop,0
1197,"Finally, the biggest problem has been tech support.",tech support,negative,38,50,,laptop,1
2676,""" This isn't a big deal, I haven't noticed the issue with DVDs or other media, only through USB output.",USB output,negative,92,102,,laptop,1
452,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",size,positive,57,61,,laptop,0
452,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",screen,positive,74,80,,laptop,0
452,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",Windows,neutral,14,21,,laptop,2
452,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",Linux,neutral,22,27,,laptop,2
2498,But if you're willing to pay another 200 dollar for a windows disc.,windows disc,neutral,54,66,,laptop,2
2515,Very good quality and well made.,quality,positive,10,17,,laptop,0
3083,my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,video card,neutral,102,112,,laptop,2
2593,It had the full sized touch pad with 2 buttons instead of just one.,touch pad,neutral,22,31,,laptop,2
336,"Typically, when I purchase a new laptop I always end up using an external mouse for convenience.",external mouse,neutral,65,79,,laptop,2
1616,It was super easy to set up and Is really easy to get used to.,set up,positive,21,27,,laptop,0
1062,"The only thing that can be updated is the video, other than that you're all set.",video,negative,42,47,,laptop,1
2704,Its a good laptop for its value.,value,positive,26,31,,laptop,0
1152,Then the hard drive failed;,hard drive,negative,9,19,,laptop,1
2747,"Plain and simple, it(laptop) runs great and loads fast.",runs,positive,29,33,,laptop,0
2747,"Plain and simple, it(laptop) runs great and loads fast.",loads,positive,44,49,,laptop,0
967,of course my warranty runs out next month.,warranty,neutral,13,21,,laptop,2
2501,The capabilities using that program alone made me want a Mac.,program,positive,28,35,,laptop,0
1801,"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.",disk throughput,neutral,124,139,,laptop,2
1801,"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.",spinning beachball,negative,21,39,,laptop,1
2902,"I have found also, it is very easy to be able to access wireless internet access;",wireless internet access,positive,56,80,,laptop,0
2656,This is a great value for the money.,value,positive,16,21,,laptop,0
652,"It was a great laptop, ran great and was really fast.",ran,positive,23,26,,laptop,0
170,The battery has never worked well.,battery,negative,4,11,,laptop,1
2047,I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,company,negative,110,117,,laptop,1
2666,The only problem is a lack of screen resolutions!,screen resolutions,negative,30,48,,laptop,1
741,"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",carry,positive,54,59,,laptop,0
1748,Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,keyboard,negative,14,22,,laptop,1
1748,Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,edges,negative,81,86,,laptop,1
2246,"It has many great programs, such as ILife, iPhotos and others.",programs,positive,18,26,,laptop,0
2246,"It has many great programs, such as ILife, iPhotos and others.",ILife,positive,36,41,,laptop,0
2246,"It has many great programs, such as ILife, iPhotos and others.",iPhotos,positive,43,50,,laptop,0
2032,"The processor went on me, the fan went and the motherboard went.",processor,negative,4,13,,laptop,1
2032,"The processor went on me, the fan went and the motherboard went.",fan,negative,30,33,,laptop,1
2032,"The processor went on me, the fan went and the motherboard went.",motherboard,negative,47,58,,laptop,1
150,It is very well built.,built,positive,16,21,,laptop,0
